O*NET-SOC Code	Task ID	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-2023.00	21565	FT	2	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21565	FT	3	10.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21565	FT	4	45.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21565	FT	5	35.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21565	FT	6	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21565	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21565	IM	n/a	4.15	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21565	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	FT	2	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	FT	3	20.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	FT	4	30.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	FT	5	45.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	IM	n/a	4.10	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21566	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	FT	1	10.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	FT	2	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	FT	3	20.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	FT	4	30.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	FT	5	40.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	IM	n/a	4.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21567	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	FT	2	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	FT	3	40.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	FT	4	20.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	FT	5	30.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	FT	6	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	IM	n/a	3.90	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21568	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	FT	2	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	FT	3	15.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	FT	4	40.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	FT	5	30.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	FT	6	15.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	IM	n/a	3.90	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21569	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	FT	2	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	FT	3	25.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	FT	4	35.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	FT	5	30.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	FT	6	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	IM	n/a	3.75	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21570	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	FT	1	5.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	FT	2	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	FT	3	20.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	FT	4	30.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	FT	5	45.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	IM	n/a	3.60	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21571	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	FT	1	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	FT	2	15.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	FT	3	15.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	FT	4	35.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	FT	5	35.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	IM	n/a	3.50	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21572	RT	n/a	100.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	FT	1	13.33	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	FT	2	6.67	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	FT	3	20.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	FT	4	33.33	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	FT	5	26.67	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	IM	n/a	3.25	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21573	RT	n/a	80.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	FT	1	42.86	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	FT	2	57.14	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	FT	3	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	FT	4	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	FT	5	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	FT	6	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	FT	7	0.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	IM	n/a	3.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21574	RT	n/a	70.00	n/a	n/a	n/a	n/a	n/a	11/2020	Analyst - Transition
13-2023.00	21575	FT	1	7.43	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21575	FT	2	11.58	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21575	FT	3	11.68	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21575	FT	4	23.75	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21575	FT	5	28.48	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21575	FT	6	9.89	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21575	FT	7	7.19	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21575	IM	n/a	4.44	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21575	RT	n/a	44.96	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	FT	1	8.90	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	FT	2	20.30	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	FT	3	13.55	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	FT	4	13.51	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	FT	5	14.49	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	FT	6	11.64	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	FT	7	17.60	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	IM	n/a	4.42	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21576	RT	n/a	52.28	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	FT	1	7.29	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	FT	2	24.30	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	FT	3	25.31	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	FT	4	14.29	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	FT	5	20.98	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	FT	6	0.00	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	FT	7	7.83	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	IM	n/a	4.23	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2023.00	21577	RT	n/a	64.86	n/a	n/a	n/a	n/a	N	11/2020	Analyst - Transition
13-2031.00	3399	FT	1	6.74	104	4.36	1.80	22.21	N	07/2016	Incumbent
13-2031.00	3399	FT	2	24.90	104	5.59	15.50	37.49	N	07/2016	Incumbent
13-2031.00	3399	FT	3	19.19	104	4.71	11.50	30.27	N	07/2016	Incumbent
13-2031.00	3399	FT	4	16.93	104	5.54	8.53	30.82	N	07/2016	Incumbent
13-2031.00	3399	FT	5	10.31	104	3.37	5.29	19.15	N	07/2016	Incumbent
13-2031.00	3399	FT	6	14.31	104	7.67	4.61	36.59	N	07/2016	Incumbent
13-2031.00	3399	FT	7	7.60	104	3.69	2.82	18.90	N	07/2016	Incumbent
13-2031.00	3399	IM	n/a	4.44	104	0.12	4.19	4.68	N	07/2016	Incumbent
13-2031.00	3399	RT	n/a	96.18	112	1.83	90.38	98.54	N	07/2016	Incumbent
13-2031.00	3394	FT	1	0.00	108	0.00	n/a	n/a	N	07/2016	Incumbent
13-2031.00	3394	FT	2	9.62	108	3.22	4.87	18.14	N	07/2016	Incumbent
13-2031.00	3394	FT	3	43.65	108	7.50	29.73	58.65	N	07/2016	Incumbent
13-2031.00	3394	FT	4	16.04	108	3.60	10.11	24.52	N	07/2016	Incumbent
13-2031.00	3394	FT	5	20.69	108	5.32	12.06	33.18	N	07/2016	Incumbent
13-2031.00	3394	FT	6	6.84	108	4.27	1.90	21.71	N	07/2016	Incumbent
13-2031.00	3394	FT	7	3.16	108	2.66	0.58	15.43	N	07/2016	Incumbent
13-2031.00	3394	IM	n/a	4.42	109	0.11	4.21	4.64	N	07/2016	Incumbent
13-2031.00	3394	RT	n/a	97.39	112	2.12	87.70	99.49	N	07/2016	Incumbent
13-2031.00	3402	FT	1	3.29	110	2.22	0.84	11.97	N	07/2016	Incumbent
13-2031.00	3402	FT	2	12.42	110	3.77	6.66	21.99	N	07/2016	Incumbent
13-2031.00	3402	FT	3	28.01	110	5.85	17.95	40.89	N	07/2016	Incumbent
13-2031.00	3402	FT	4	18.81	110	5.84	9.80	33.08	N	07/2016	Incumbent
13-2031.00	3402	FT	5	15.83	110	5.92	7.23	31.22	N	07/2016	Incumbent
13-2031.00	3402	FT	6	11.82	110	3.65	6.28	21.15	N	07/2016	Incumbent
13-2031.00	3402	FT	7	9.82	110	4.59	3.75	23.33	N	07/2016	Incumbent
13-2031.00	3402	IM	n/a	4.35	108	0.13	4.09	4.62	N	07/2016	Incumbent
13-2031.00	3402	RT	n/a	99.69	112	0.25	98.44	99.94	N	07/2016	Incumbent
13-2031.00	3395	FT	1	8.19	103	4.45	2.68	22.40	N	07/2016	Incumbent
13-2031.00	3395	FT	2	24.94	103	7.39	13.19	42.10	N	07/2016	Incumbent
13-2031.00	3395	FT	3	29.16	103	5.52	19.50	41.15	N	07/2016	Incumbent
13-2031.00	3395	FT	4	10.84	103	3.84	5.24	21.11	N	07/2016	Incumbent
13-2031.00	3395	FT	5	20.78	103	8.56	8.56	42.38	N	07/2016	Incumbent
13-2031.00	3395	FT	6	1.12	103	0.83	0.26	4.78	N	07/2016	Incumbent
13-2031.00	3395	FT	7	4.97	103	3.20	1.34	16.72	N	07/2016	Incumbent
13-2031.00	3395	IM	n/a	4.21	103	0.10	4.02	4.40	N	07/2016	Incumbent
13-2031.00	3395	RT	n/a	93.72	112	2.72	85.66	97.39	N	07/2016	Incumbent
13-2031.00	3398	FT	1	0.47	109	0.41	0.08	2.58	N	07/2016	Incumbent
13-2031.00	3398	FT	2	21.65	109	4.39	14.20	31.57	N	07/2016	Incumbent
13-2031.00	3398	FT	3	26.00	109	6.55	15.17	40.83	N	07/2016	Incumbent
13-2031.00	3398	FT	4	14.40	109	5.10	6.89	27.65	N	07/2016	Incumbent
13-2031.00	3398	FT	5	22.97	109	5.89	13.36	36.59	N	07/2016	Incumbent
13-2031.00	3398	FT	6	10.10	109	4.07	4.42	21.45	N	07/2016	Incumbent
13-2031.00	3398	FT	7	4.41	109	3.91	0.73	22.52	N	07/2016	Incumbent
13-2031.00	3398	IM	n/a	4.19	109	0.12	3.96	4.42	N	07/2016	Incumbent
13-2031.00	3398	RT	n/a	97.74	112	2.06	87.18	99.64	N	07/2016	Incumbent
13-2031.00	3405	FT	1	4.59	108	2.61	1.45	13.57	N	07/2016	Incumbent
13-2031.00	3405	FT	2	14.19	108	6.56	5.37	32.48	N	07/2016	Incumbent
13-2031.00	3405	FT	3	30.10	108	6.68	18.67	44.69	N	07/2016	Incumbent
13-2031.00	3405	FT	4	9.53	108	3.90	4.12	20.54	N	07/2016	Incumbent
13-2031.00	3405	FT	5	24.18	108	6.12	14.14	38.20	N	07/2016	Incumbent
13-2031.00	3405	FT	6	9.67	108	4.94	3.37	24.72	N	07/2016	Incumbent
13-2031.00	3405	FT	7	7.73	108	4.38	2.42	22.05	N	07/2016	Incumbent
13-2031.00	3405	IM	n/a	4.16	106	0.14	3.89	4.43	N	07/2016	Incumbent
13-2031.00	3405	RT	n/a	99.36	112	0.48	97.22	99.86	N	07/2016	Incumbent
13-2031.00	3401	FT	1	6.63	104	4.58	1.61	23.57	N	07/2016	Incumbent
13-2031.00	3401	FT	2	13.58	104	4.47	6.88	25.05	N	07/2016	Incumbent
13-2031.00	3401	FT	3	32.86	104	8.30	18.84	50.79	N	07/2016	Incumbent
13-2031.00	3401	FT	4	18.40	104	4.11	11.58	27.96	N	07/2016	Incumbent
13-2031.00	3401	FT	5	20.79	104	5.10	12.44	32.65	N	07/2016	Incumbent
13-2031.00	3401	FT	6	5.43	104	3.22	1.63	16.63	N	07/2016	Incumbent
13-2031.00	3401	FT	7	2.31	104	2.04	0.39	12.40	N	07/2016	Incumbent
13-2031.00	3401	IM	n/a	4.14	103	0.11	3.91	4.36	N	07/2016	Incumbent
13-2031.00	3401	RT	n/a	93.26	112	3.67	81.32	97.78	N	07/2016	Incumbent
13-2031.00	3404	FT	1	4.42	86	2.78	1.23	14.64	N	07/2016	Incumbent
13-2031.00	3404	FT	2	24.69	86	7.48	12.83	42.19	N	07/2016	Incumbent
13-2031.00	3404	FT	3	26.28	86	4.72	18.00	36.65	N	07/2016	Incumbent
13-2031.00	3404	FT	4	20.09	86	6.95	9.61	37.29	N	07/2016	Incumbent
13-2031.00	3404	FT	5	18.20	86	6.67	8.37	35.16	N	07/2016	Incumbent
13-2031.00	3404	FT	6	3.77	86	3.13	0.70	17.88	N	07/2016	Incumbent
13-2031.00	3404	FT	7	2.55	86	2.19	0.45	13.14	N	07/2016	Incumbent
13-2031.00	3404	IM	n/a	4.01	86	0.09	3.84	4.19	N	07/2016	Incumbent
13-2031.00	3404	RT	n/a	84.65	110	4.57	73.31	91.72	N	07/2016	Incumbent
13-2031.00	3397	FT	1	8.06	90	3.11	3.67	16.78	N	07/2016	Incumbent
13-2031.00	3397	FT	2	27.38	90	4.50	19.39	37.15	N	07/2016	Incumbent
13-2031.00	3397	FT	3	20.93	90	3.67	14.55	29.15	N	07/2016	Incumbent
13-2031.00	3397	FT	4	15.50	90	6.06	6.82	31.50	N	07/2016	Incumbent
13-2031.00	3397	FT	5	19.55	90	4.01	12.76	28.75	N	07/2016	Incumbent
13-2031.00	3397	FT	6	5.99	90	3.60	1.76	18.47	N	07/2016	Incumbent
13-2031.00	3397	FT	7	2.59	90	2.25	0.45	13.54	N	07/2016	Incumbent
13-2031.00	3397	IM	n/a	3.98	90	0.14	3.69	4.26	N	07/2016	Incumbent
13-2031.00	3397	RT	n/a	83.13	112	5.77	68.56	91.76	N	07/2016	Incumbent
13-2031.00	3396	FT	1	6.35	108	4.35	1.57	22.40	N	07/2016	Incumbent
13-2031.00	3396	FT	2	26.44	108	4.47	18.56	36.17	N	07/2016	Incumbent
13-2031.00	3396	FT	3	18.78	108	4.84	10.98	30.26	N	07/2016	Incumbent
13-2031.00	3396	FT	4	23.07	108	5.18	14.40	34.85	N	07/2016	Incumbent
13-2031.00	3396	FT	5	20.26	108	6.16	10.65	35.12	N	07/2016	Incumbent
13-2031.00	3396	FT	6	4.86	108	3.00	1.39	15.60	N	07/2016	Incumbent
13-2031.00	3396	FT	7	0.24	108	0.24	0.03	1.80	N	07/2016	Incumbent
13-2031.00	3396	IM	n/a	3.91	109	0.09	3.74	4.08	N	07/2016	Incumbent
13-2031.00	3396	RT	n/a	99.51	112	0.32	98.19	99.87	N	07/2016	Incumbent
13-2031.00	3403	FT	1	6.41	101	2.61	2.81	13.96	N	07/2016	Incumbent
13-2031.00	3403	FT	2	34.44	101	8.39	20.09	52.33	N	07/2016	Incumbent
13-2031.00	3403	FT	3	27.11	101	6.64	16.03	42.02	N	07/2016	Incumbent
13-2031.00	3403	FT	4	10.94	101	4.29	4.88	22.74	N	07/2016	Incumbent
13-2031.00	3403	FT	5	11.88	101	4.09	5.85	22.65	N	07/2016	Incumbent
13-2031.00	3403	FT	6	6.33	101	3.07	2.36	15.86	N	07/2016	Incumbent
13-2031.00	3403	FT	7	2.88	101	2.76	0.42	17.33	N	07/2016	Incumbent
13-2031.00	3403	IM	n/a	3.85	99	0.13	3.58	4.11	N	07/2016	Incumbent
13-2031.00	3403	RT	n/a	92.27	112	3.54	81.68	96.97	N	07/2016	Incumbent
13-2031.00	3400	FT	1	14.14	93	3.71	8.23	23.22	N	07/2016	Incumbent
13-2031.00	3400	FT	2	23.91	93	8.18	11.40	43.42	N	07/2016	Incumbent
13-2031.00	3400	FT	3	23.96	93	5.86	14.26	37.39	N	07/2016	Incumbent
13-2031.00	3400	FT	4	17.07	93	7.35	6.84	36.59	N	07/2016	Incumbent
13-2031.00	3400	FT	5	17.24	93	6.44	7.83	33.80	N	07/2016	Incumbent
13-2031.00	3400	FT	6	3.68	93	2.96	0.72	16.70	N	07/2016	Incumbent
13-2031.00	3400	FT	7	0.00	93	0.00	n/a	n/a	N	07/2016	Incumbent
13-2031.00	3400	IM	n/a	3.60	93	0.17	3.26	3.94	N	07/2016	Incumbent
13-2031.00	3400	RT	n/a	87.91	112	4.23	76.77	94.12	N	07/2016	Incumbent
13-2031.00	3406	FT	1	55.91	49	12.54	31.32	77.91	N	07/2016	Incumbent
13-2031.00	3406	FT	2	22.42	49	9.83	8.49	47.39	N	07/2016	Incumbent
13-2031.00	3406	FT	3	2.11	49	1.96	0.32	12.70	N	07/2016	Incumbent
13-2031.00	3406	FT	4	6.98	49	5.84	1.21	31.42	N	07/2016	Incumbent
13-2031.00	3406	FT	5	6.64	49	5.25	1.28	28.09	N	07/2016	Incumbent
13-2031.00	3406	FT	6	5.94	49	5.80	0.78	33.75	N	07/2016	Incumbent
13-2031.00	3406	FT	7	0.00	49	0.00	n/a	n/a	N	07/2016	Incumbent
13-2031.00	3406	IM	n/a	3.47	51	0.18	3.12	3.83	N	07/2016	Incumbent
13-2031.00	3406	RT	n/a	47.45	108	5.54	36.77	58.37	N	07/2016	Incumbent
13-2041.00	1250	FT	1	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1250	FT	2	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1250	FT	3	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1250	FT	4	5.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1250	FT	5	30.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1250	FT	6	30.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1250	FT	7	35.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1250	IM	n/a	4.90	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1250	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	FT	1	0.00	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	FT	2	0.00	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	FT	3	0.00	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	FT	4	23.53	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	FT	5	41.18	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	FT	6	17.65	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	FT	7	17.65	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	IM	n/a	4.76	17	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1254	RT	n/a	85.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	FT	1	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	FT	2	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	FT	3	10.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	FT	4	5.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	FT	5	35.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	FT	6	25.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	FT	7	25.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	IM	n/a	4.55	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1255	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	FT	1	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	FT	2	5.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	FT	3	0.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	FT	4	20.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	FT	5	45.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	FT	6	15.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	FT	7	15.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	IM	n/a	4.55	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1251	RT	n/a	100.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	FT	1	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	FT	2	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	FT	3	10.53	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	FT	4	10.53	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	FT	5	36.84	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	FT	6	26.32	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	FT	7	15.79	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	IM	n/a	4.53	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1259	RT	n/a	95.00	20	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
13-2041.00	1257	FT	1	0.00	19	n/a	n/a	n/a	n/a	08/2020	Occupational Expert
