,stkcd,year,员工总数,人均创收万元,人均创利万元,本科,本科学历占比,IndustryName,OfficeAddress,PROVINCE,CITY
0,1,2007,8573,126.064411524554,30.9098681908317,8040,71.1,其他商业银行,深圳市深南东路5047号深圳发展银行大厦,广东省,深圳市
1,1,2008,10381,139.804633464984,5.91498892206917,8040,71.1,其他商业银行,深圳市深南东路5047号深圳发展银行大厦,广东省,深圳市
2,1,2009,11308,133.661478599222,44.4882295719844,8040,71.1,其他商业银行,深圳市深南东路5047号深圳发展银行大厦,广东省,深圳市
3,1,2010,12203,147.687273621241,51.4940260591658,8040,71.1,其他商业银行,深圳市深南东路5047号深圳发展银行大厦,广东省,深圳市
4,1,2011,13778,215.14777906808,74.6017636812309,10458,75.9,其他商业银行,深圳市深南东路5047号深圳发展银行大厦,广东省,深圳市
5,1,2012,24251,163.905191538493,55.2665910684095,18140,74.8,货币金融服务,中国广东省深圳市深南东路5047号,广东省,深圳市
6,1,2013,28369,183.964891254538,53.6888857555783,21461,75.65,货币金融服务,中国广东省深圳市深南东路5047号,广东省,深圳市
7,1,2014,29860,245.837240455459,66.3161419959812,23237,77.82,货币金融服务,广东省深圳市罗湖区深南东路5047号,广东省,深圳市
8,1,2015,32299,297.727483823029,67.6955942908449,25652,79.42,货币金融服务,广东省深圳市罗湖区深南东路5047号,广东省,深圳市
9,1,2016,32993,326.478343891128,68.4963477101203,26731,81.02,货币金融服务,广东省深圳市深南东路5047号,广东省,深圳市
10,1,2017,31168,339.405800821355,74.4000256673511,25720,82.52,货币金融服务,广东省深圳市深南东路5047号,广东省,深圳市
11,1,2018,33708,346.25608164234,73.626438827578,28348,84.0987,货币金融服务,广东省深圳市深南东路5047号,广东省,深圳市
12,1,2019,33440,412.553827751196,84.3151913875598,28624,85.6,货币金融服务,广东省深圳市深南东路5047号;广东省深圳市福田区益田路5023号平安金融中心B座,广东省,深圳市
13,1,2020,36115,425.147445659698,80.0996815727537,31156,86.27,货币金融服务,广东省深圳市深南东路5047号;广东省深圳市福田区益田路5023号平安金融中心B座,广东省,深圳市
14,1,2021,40651,416.676096528991,89.3852549752774,31156,86.27,货币金融服务,广东省深圳市深南东路5047号;广东省深圳市福田区益田路5023号平安金融中心B座,广东省,深圳市
15,1,2022,44207,406.937815278123,102.961069513878,31156,86.27,货币金融服务,广东省深圳市深南东路5047号;广东省深圳市福田区益田路5023号平安金融中心B座,广东省,深圳市
16,2,2007,16464,215.783596343173,29.4231990659014,5899,21.1048,房地产开发与经营业,中国深圳市福田区梅林路63号万科建筑研究中心,广东省,深圳市
17,2,2008,16515,248.209380653709,24.4212535748713,5899,21.1048,房地产开发与经营业,中国深圳市福田区梅林路63号万科建筑研究中心,广东省,深圳市
18,2,2009,17616,277.480773975306,30.2550960887829,5899,21.1048,房地产开发与经营业,中国深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
19,2,2010,22850,221.942457079344,31.8736413091904,5899,21.1048,房地产开发与经营业,中国深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
20,2,2011,27951,256.816392260313,34.4348154564416,5899,21.1048,房地产开发与经营业,中国深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
21,2,2012,31019,332.429301835714,40.462885303298,6718,21.6577,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
22,2,2013,35330,383.296889556609,42.7923843922446,7736,21.8964,房地产业,中国深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
23,2,2014,40647,360.144671189608,38.7370633618717,8878,21.8417,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
24,2,2015,42300,462.291087519858,42.8354757665957,8910,21.06,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
25,2,2016,58280,412.623948049657,36.0717334532601,10661,18.2927,房地产业,广东省深圳市盐田区大梅沙环路33号万科中心,广东省,深圳市
26,2,2017,77708,312.576710571009,36.0990050990374,13705,17.6365,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
27,2,2018,104300,285.406837107565,32.3802988289645,21427,20.5436,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
28,2,2019,131505,279.756570122003,29.5593984117106,30520,23.21,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
29,2,2020,140565,298.162186685249,29.5347667920962,31515,22.42,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
30,2,2021,139494,324.60017920064,16.1469549824509,38675,27.73,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
31,2,2022,131817,382.225636570973,17.1584685711631,38675,27.73,房地产业,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省,深圳市
32,4,2007,284,14.242796306338,-3.26312369366197,76,23.6,公路运输业,深圳市福田区商报路奥林匹克大厦6楼D-E,广东省,深圳市
33,4,2008,288,15.0398697465278,-3.86195854861111,76,23.6,公路运输业,深圳市福田区商报路奥林匹克大厦6楼D-E,广东省,深圳市
34,4,2009,291,20.6462544158076,0.848400426116839,76,23.6,公路运输业,深圳市福田区商报路奥林匹克大厦6楼D-E,广东省,深圳市
35,4,2010,277,47.4120919458484,4.19642322021661,76,23.6,化学药品制剂制造业,深圳市福田区商报路奥林匹克大厦6楼D-E,广东省,深圳市
36,4,2011,322,23.1378007857143,0.928537593167702,76,23.6,化学药品制剂制造业,深圳市福田区商报路奥林匹克大厦6楼D-E,广东省,深圳市
37,4,2012,277,35.1492063574007,0.723918758122744,76,27.44,医药制造业,广东省深圳市福田区商报路奥林匹克大厦6楼D-E,广东省,深圳市
38,4,2013,243,29.9524967736625,-0.425258008230453,46,18.93,医药制造业,深圳市福田区商报路奥林匹克大厦6楼D-E,广东省,深圳市
39,4,2014,220,36.6403727272727,1.72789715454545,48,21.82,医药制造业,广东省深圳市福田区商报路奥林匹克大厦6楼D-E,广东省,深圳市
40,4,2015,208,57.9107800384616,0.599576100961538,36,17.31,医药制造业,广东省深圳市南山区中心路(深圳湾段)3333号中铁南方总部大厦503室,广东省,深圳市
41,4,2016,179,160.709512055866,21.954921821229,34,18.99,医药制造业,广东省深圳市南山区中心路(深圳湾段)3333号中铁南方总部大厦503室,广东省,深圳市
42,4,2017,172,80.5847918488372,4.98065154069768,33,19.19,医药制造业,广东省深圳市南山区中心路(深圳湾段)3333号中铁南方总部大厦503室,广东省,深圳市
43,4,2018,210,174.699430809524,-9.65275418095238,59,28.1,医药制造业,广东省深圳市南山区中心路(深圳湾段)3333号中铁南方总部大厦503室,广东省,深圳市
44,4,2019,251,43.1261742310757,1.23480791633466,140,55.78,软件和信息技术服务业,广东省深圳市福田区梅林路卓越梅林中心广场(南区)B座2206A,广东省,深圳市
45,4,2020,264,106.261745537879,24.4784571098485,147,55.68,软件和信息技术服务业,广东省深圳市福田区梅林路卓越梅林中心广场(南区)B座2206A,广东省,深圳市
46,4,2021,309,93.5094438899676,-164.759643650485,166,53.72,软件和信息技术服务业,广东省深圳市福田区梅林路卓越梅林中心广场(南区)B座2206A,广东省,深圳市
47,4,2022,296,56.2375979560811,-201.068501864865,159,53.72,软件和信息技术服务业,广东省深圳市福田区梅林街道孖岭社区凯丰路10号翠林大厦12层,广东省,深圳市
48,5,2007,681,43.9106626152717,12.7506825418502,58,15.18,综合类,深圳市人民南路发展中心大厦13楼,广东省,深圳市
49,5,2008,684,15.8947755599415,1.53504677192983,58,15.18,综合类,深圳市人民南路发展中心大厦13楼,广东省,深圳市
50,5,2009,712,6.06635905617977,-6.87072036235955,58,15.18,综合类,深圳市人民南路发展中心大厦13楼,广东省,深圳市
51,5,2010,671,20.4521956557377,-0.659670208643815,58,15.18,综合类,深圳市人民南路发展中心大厦13楼,广东省,深圳市
52,5,2011,501,12.6816045928144,2.27837350299401,58,15.18,综合类,深圳市人民南路发展中心大厦13楼,广东省,深圳市
53,5,2012,382,26.0264994109948,5.76482143717278,58,15.18,房地产业,广东省深圳市罗湖区人民南路发展中心大厦13楼,广东省,深圳市
54,5,2013,376,13.8461975239362,-11.2619029840425,61,16.2234,房地产业,深圳市罗湖区人民南路发展中心大厦13楼,广东省,深圳市
55,5,2014,421,12.5361031567696,10.252718327791,65,15.44,房地产业,广东省深圳市人民南路发展中心大厦13层,广东省,深圳市
56,5,2015,535,15.7244805028037,-10.3251079196262,160,29.91,房地产业,广东省深圳市人民南路发展中心大厦13层,广东省,深圳市
57,5,2016,618,77.9714293381877,17.5820957119741,168,27.18,生态保护和环境治理业,广东省深圳市罗湖区人民南路发展中心大厦13楼,广东省,深圳市
58,5,2017,705,75.3081178056738,2.17140933900709,188,26.67,生态保护和环境治理业,广东省深圳市罗湖区深南东路2017号华乐大厦3楼,广东省,深圳市
59,5,2018,745,65.2591913758389,19.9743749959732,177,23.76,生态保护和环境治理业,广东省深圳市罗湖区深南东路2017号华乐大厦3楼,广东省,深圳市
60,5,2019,680,81.2660412691177,25.6894620014706,184,27.06,生态保护和环境治理业,广东省深圳市罗湖区深南东路2017号华乐大厦3楼,广东省,深圳市
61,5,2020,629,63.4214718060413,-61.5076461160572,177,28.14,生态保护和环境治理业,广东省深圳市罗湖区深南东路2017号华乐大厦3楼,广东省,深圳市
62,5,2021,563,68.1236600248668,24.6956901989343,160,28.42,生态保护和环境治理业,广东省深圳市罗湖区深南东路2017号华乐大厦3楼,广东省,深圳市
63,5,2022,488,58.1441916926229,-31.9789714036885,134,27.46,生态保护和环境治理业,广东省深圳市罗湖区深南东路2017号华乐大厦3F,广东省,深圳市
64,6,2007,173,591.929628150289,145.790751283237,200,70.67,房地产开发与经营业,深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
65,6,2008,177,577.256818677966,84.8699199887006,200,70.67,房地产开发与经营业,深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
66,6,2009,250,739.694325488,130.522672576,200,70.67,房地产开发与经营业,深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
67,6,2010,276,847.367587202898,174.475542181159,200,70.67,房地产开发与经营业,深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
68,6,2011,283,914.938259727915,153.345536614841,200,70.67,房地产开发与经营业,深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
69,6,2012,290,1060.77416653448,212.810604827586,209,72.07,房地产业,深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
70,6,2013,296,1557.72129195946,235.16410547973,161,54.3919,房地产业,深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
71,6,2014,329,707.820544899696,154.41662681459,203,61.7,房地产业,广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
72,6,2015,352,1038.15610716761,118.395693045455,215,61.08,房地产业,广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
73,6,2016,370,907.790931310811,210.427272967568,238,64.3243,房地产业,广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
74,6,2017,370,799.851417218919,217.739558002703,240,64.86,房地产业,广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,广东省,深圳市
75,6,2018,377,666.271731925729,231.894779633952,263,69.76,房地产业,广东省深圳市南山区科技南路16号深圳湾科技生态园11栋A座42-43层,广东省,深圳市
76,6,2019,385,969.17665967013,208.094305041558,270,70.13,房地产业,广东省深圳市南山区科技南路16号深圳湾科技生态园11栋A座42-43层,广东省,深圳市
77,6,2020,397,739.227530198992,217.793163057934,280,70.53,房地产业,广东省深圳市南山区科技南路16号深圳湾科技生态园11栋A座42-43层,广东省,深圳市
78,6,2021,403,766.394670662531,134.414429436725,288,71.46,房地产业,广东省深圳市南山区科技南路16号深圳湾科技生态园11栋A座42-43层,广东省,深圳市
79,6,2022,425,870.544365037647,98.7339032164706,315,74.12,房地产业,广东省深圳市南山区科技南路16号深圳湾科技生态园11栋A座42-43层,广东省,深圳市
80,7,2007,911,20.3411284324918,1.26827084193194,49,7.26,房地产开发与经营业,深圳市华强北路现代之窗大厦A座25楼,广东省,深圳市
81,7,2008,849,18.7267256595995,-7.21160116961131,49,7.26,房地产开发与经营业,深圳市华强北路现代之窗大厦A座25楼,广东省,深圳市
82,7,2009,799,16.684750086358,3.27025868085106,49,7.26,房地产开发与经营业,深圳市华强北路现代之窗大厦A座25楼,广东省,深圳市
83,7,2010,751,19.080171966711,1.57875618375499,49,7.26,旅馆业,深圳市华强北路现代之窗大厦A座25楼,广东省,深圳市
84,7,2011,675,24.4947441911111,0.844699094814815,49,7.26,旅馆业,深圳市华强北路现代之窗大厦A座25楼,广东省,深圳市
85,7,2012,762,41.0321406889764,0.871598034120735,52,6.82,住宿业,广东省深圳市华强北路现代之窗大厦A座25楼,广东省,深圳市
86,7,2013,674,31.8024537774481,3.45215726261128,52,7.7151,住宿业,深圳市华强北路现代之窗大厦A座26楼,广东省,深圳市
87,7,2014,606,32.6894161237624,-4.98249115841584,32,5.28,住宿业,广东省深圳市福田区华强北路现代之窗大厦A座26楼,广东省,深圳市
88,7,2015,121,81.7863338760331,11.5671036859504,28,23.14,住宿业,广东省深圳市福田区华强北路现代之窗大厦A座26楼,广东省,深圳市
89,7,2016,155,25.0712249096774,50.3348523419355,45,29.03,住宿业,广东省深圳市华强北路现代之窗大厦A座25楼,广东省,深圳市
90,7,2017,102,38.8666783823529,16.1310304411765,33,32.35,房地产业,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,广东省,深圳市
91,7,2018,84,50.528383452381,-233.585796333333,18,21.43,房地产业,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,广东省,深圳市
92,7,2019,84,50.0248116785714,26.5327526071429,18,21.43,房地产业,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,广东省,深圳市
93,7,2020,76,59.4031545263158,-161.726666197368,16,21.05,房地产业,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,广东省,深圳市
94,7,2021,82,217.499896646342,48.744596902439,22,26.83,房地产业,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,广东省,深圳市
95,7,2022,76,290.576361697368,-7.04800857894737,23,30.26,房地产业,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,广东省,深圳市
96,8,2007,21,47.1696895238095,8.01065190476191,9,39.13,计算机应用服务业,深圳市南山区内环路5号锦兴小区管理楼二楼,广东省,深圳市
97,8,2008,20,57.1595438,3.7401857,9,39.13,计算机应用服务业,深圳市南山区内环路5号锦兴小区管理楼二楼,广东省,深圳市
98,8,2009,22,45.8748963181818,1.42494881818182,9,39.13,计算机应用服务业,深圳市南山区内环路5号锦兴小区管理楼二楼,广东省,深圳市
99,8,2010,24,43.4865835,3.70395108333333,9,39.13,食品、饮料、烟草批发业,深圳市南山区内环路5号锦兴小区管理楼二楼,广东省,深圳市
100,8,2011,23,60.7862703913043,-2.34544269565217,9,39.13,食品、饮料、烟草批发业,深圳市南山区内环路5号锦兴小区管理楼二楼,广东省,深圳市
101,8,2012,1685,19.6724504605341,2.3221976611276,42,2.49,住宿业,广东省深圳市南山区东滨路4285号锦兴小区管理楼二楼,广东省,深圳市
102,8,2013,1622,18.769926675709,1.40307977435265,69,4.254,住宿业,深圳市南山区东滨路4285号锦兴小区管理楼二楼,广东省,深圳市
103,8,2014,1299,23.6475216897614,0.597981054657429,28,2.19,住宿业,广东省深圳市南山区东滨路4285号锦兴小区管理楼2楼,广东省,深圳市
104,8,2015,2617,49.4870499124952,7.0948233928162,506,19.34,铁路、船舶、航空航天和其它运输设备制造业,北京市海淀区高梁桥斜街59号院1号楼(中坤大厦)16层,北京市,北京市
105,8,2016,1903,98.5815292743037,27.4233435733053,743,39.0436,铁路、船舶、航空航天和其它运输设备制造业,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,北京市,北京市
106,8,2017,2417,96.439063349607,36.1514494894497,968,40.05,铁路、船舶、航空航天和其它运输设备制造业,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,北京市,北京市
107,8,2018,2631,97.4876955385785,12.3546771562144,1142,43.41,铁路、船舶、航空航天和其它运输设备制造业,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,北京市,北京市
108,8,2019,2618,123.000114005348,16.5920672337662,1206,46.07,铁路、船舶、航空航天和其它运输设备制造业,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,北京市,北京市
109,8,2020,2394,80.096874119883,-37.3618018738513,1095,45.74,铁路、船舶、航空航天和其它运输设备制造业,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,北京市,北京市
110,8,2021,2240,98.8752025428571,-62.2485494053572,1019,45.49,铁路、船舶、航空航天和其它运输设备制造业,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,北京市,北京市
111,8,2022,2331,76.0597536816817,-36.3044955156585,1055,45.26,铁路、船舶、航空航天和其它运输设备制造业,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,北京市,北京市
112,9,2007,4044,48.1823000796241,5.69705552448071,979,17.18,综合类,深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
113,9,2008,4632,62.4403211858808,4.32601741234888,979,17.18,综合类,深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
114,9,2009,5148,63.5079522556333,4.92345916802642,979,17.18,综合类,深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
115,9,2010,5496,58.5294244344978,5.92205391885007,979,17.18,综合类,深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
116,9,2011,5697,71.3578314978059,4.73799005827629,979,17.18,综合类,深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
117,9,2012,5642,71.3326906518965,2.84403853172634,1256,22.26,综合,广东省深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
118,9,2013,7358,56.4694755884751,3.97390590907855,1182,16.0641,综合,深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
119,9,2014,7457,57.8178477068526,4.06765484444146,1297,17.39,综合,广东省深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
120,9,2015,8202,59.6854528251646,9.15014051402097,1388,16.92,综合,广东省深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
121,9,2016,8887,72.5723677537977,2.6261265576685,1563,17.59,综合,广东省深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
122,9,2017,10944,64.6089400237573,1.21714032556652,1636,14.95,综合,广东省深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
123,9,2018,13620,86.4029037142438,1.56960781666667,2204,16.18,综合,广东省深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
124,9,2019,13239,90.6743652621799,2.27461512561372,2277,17.2,综合,广东省深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
125,9,2020,13345,79.9064278128138,4.95887166279505,2415,18.1,综合,广东省深圳市笋岗东路1002号宝安广场A座28-29层,广东省,深圳市
126,9,2021,14335,122.820330210185,7.22426989012906,2686,18.74,综合,广东省深圳市笋岗东路1002号宝安广场A座28、29层,广东省,深圳市
127,9,2022,17193,186.313242084686,6.72704217175595,3289,19.13,综合,广东省深圳市笋岗东路1002号宝安广场A座28、29层,广东省,深圳市
128,10,2007,26,499.192232153846,-111.034330076923,31,7.38,商业经纪与代理业,深圳市福田区振兴路华美大厦西座530室,广东省,深圳市
129,10,2008,22,546.435858954546,71.8882363636364,31,7.38,商业经纪与代理业,深圳市福田区振兴路华美大厦西座530室,广东省,深圳市
130,10,2009,21,699.297607809524,35.199482047619,31,7.38,商业经纪与代理业,深圳市福田区振兴路华美大厦西座530室,广东省,深圳市
131,10,2010,21,723.180029952381,-4.96692566666667,31,7.38,石化及其他工业专用设备制造业,北京市延庆县百泉街10号2栋349室,北京市,北京市
132,10,2011,444,41.4546038558559,1.13150871621622,31,7.38,石化及其他工业专用设备制造业,北京市延庆县百泉街10号2栋349室,北京市,北京市
133,10,2012,420,44.8019695833333,0.172828957142857,31,7.38,专用设备制造业,北京市西城区车公庄大街甲4号物华大厦19层B1904,北京市,北京市
134,10,2013,596,60.8027553305369,0.526863332214765,144,24.1611,专用设备制造业,北京市西城区车公庄大街甲4号物华大厦19层B1904,北京市,北京市
135,10,2014,302,76.2581706456954,-24.6864917251656,147,48.68,专用设备制造业,北京市西城区车公庄大街甲4号物华大厦19层B1904,北京市,北京市
136,10,2015,496,193.020020304435,4.22795024798387,210,42.34,土木工程建筑业,北京市西城区车公庄大街甲4号物华大厦19层B1904,北京市,北京市
137,10,2016,513,205.366356709552,7.77331909161793,227,44.25,土木工程建筑业,广东省深圳市福田区中心四路1-1号嘉里建设广场第三座3201室,广东省,深圳市
138,10,2017,489,154.986855936605,-214.510001018405,216,44.17,土木工程建筑业,广东省深圳市福田区中心四路1-1号嘉里建设广场第三座3201室,广东省,深圳市
139,10,2018,545,63.3780459357798,-134.220271177982,269,49.36,土木工程建筑业,广东省深圳市福田区中心四路1-1号嘉里建设广场第三座3201室,广东省,深圳市
140,10,2019,339,558.428062303835,13.7093804454277,143,42.18,土木工程建筑业,广东省深圳市宝安中心区宝兴路6号海纳百川总部大厦B座1701-1703室,广东省,深圳市
141,10,2020,278,506.66986868705,14.3307817913669,112,40.29,土木工程建筑业,广东省深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B座1701-1703室,广东省,深圳市
142,10,2021,290,605.829919082759,8.08919413793103,118,40.69,土木工程建筑业,广东省深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B座1701-1703室,广东省,深圳市
143,10,2022,198,309.622879181818,-270.601474237374,83,41.92,土木工程建筑业,广东省深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B座1701-1703室,广东省,深圳市
144,11,2007,2631,12.6562183690612,-1.0405801508932,1420,45.6592,综合类,"深圳市人民南路国贸大厦39层,42层",广东省,深圳市
145,11,2008,2724,22.8878538777533,0.360844247063142,1420,45.6592,综合类,"深圳市人民南路国贸大厦39层,42层",广东省,深圳市
146,11,2009,2679,31.555316897723,3.61828857857409,1420,45.6592,综合类,"深圳市人民南路国贸大厦39层,42层",广东省,深圳市
147,11,2010,2752,36.0892205806686,6.35895838626454,1420,45.6592,房地产开发与经营业,深圳市人民南路国贸大厦39层、42层,广东省,深圳市
148,11,2011,2723,51.728435817848,9.45505242526625,1420,45.6592,房地产开发与经营业,深圳市人民南路国贸大厦39层、42层,广东省,深圳市
149,11,2012,2750,67.6835938541818,13.6517138050909,1420,45.6592,房地产业,广东省深圳市人民南路国贸大厦39层、42层,广东省,深圳市
150,11,2013,3110,52.0651841672026,9.67333002604502,1420,45.6592,房地产业,"深圳市人民南路国贸大厦39层,42层",广东省,深圳市
151,11,2014,3167,40.0521456223555,13.1827811780865,216,6.82,房地产业,"广东省深圳市人民南路国贸大厦39,42层",广东省,深圳市
152,11,2015,2819,38.2198829702022,5.56296440971976,261,9.26,房地产业,"广东省深圳市人民南路国贸大厦39,42层",广东省,深圳市
153,11,2016,2780,74.0720891071943,12.7646489834532,263,9.4604,房地产业,广东省深圳市人民南路国贸大厦39层、42层,广东省,深圳市
154,11,2017,5196,55.9024382319092,11.9892751033487,263,9.4604,房地产业,广东省深圳市人民南路国贸大厦39层、42层,广东省,深圳市
155,11,2018,5504,50.6402731200945,10.768965347202,263,9.4604,房地产业,广东省深圳市人民南路国贸大厦39层、42层,广东省,深圳市
156,11,2019,7769,50.9933059909898,10.5265256805252,263,9.4604,房地产业,广东省深圳市罗湖区人民南路国贸大厦16层、20层、39层、42层,广东省,深圳市
157,11,2020,8035,51.0812028129434,9.93866984119477,263,9.4604,房地产业,广东省深圳市罗湖区人民南路国贸大厦16层、20层、39层、42层,广东省,深圳市
158,11,2021,7658,58.6571643211021,13.1100789021938,263,9.4604,房地产业,广东省深圳市罗湖区人民南路国贸大厦16层、20层、39层、42层,广东省,深圳市
159,11,2022,9330,39.7499361934619,5.76275132572347,263,9.4604,房地产业,广东省深圳市罗湖区人民南路国贸大厦16层、20层、39层、42层,广东省,深圳市
160,12,2007,4598,91.0822668116572,9.38418449325794,1831,16.1,玻璃及玻璃制品业,中国深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
161,12,2008,8703,49.1023308399403,4.82683957256119,1831,16.1,玻璃及玻璃制品业,中国深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
162,12,2009,10109,52.2217838856465,8.22973976654466,1831,16.1,玻璃及玻璃制品业,中国深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
163,12,2010,11719,66.0802260773103,12.417520419831,1831,16.1,玻璃及玻璃制品业,中国深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
164,12,2011,11909,69.4494225375766,9.89360313208498,1831,16.1,玻璃及玻璃制品业,中国深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
165,12,2012,11373,61.4996749230634,2.4157761276708,1831,16.1,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
166,12,2013,9956,77.6797520490157,15.4271769686621,1804,18.1197,非金属矿物制品业,中国深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
167,12,2014,10432,67.5278244344325,7.58582275690184,1790,17.16,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
168,12,2015,10548,70.4483230091013,5.04980195297687,1839,17.43,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
169,12,2016,11515,77.9338550325662,6.92767326096396,2010,17.4555,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
170,12,2017,12105,89.8752643205287,6.81857341594382,2202,18.19,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
171,12,2018,10800,98.24039825,4.19412902777778,2227,20.62,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
172,12,2019,10454,100.172451683566,5.13134511191888,2259,21.61,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
173,12,2020,10558,101.072678963819,7.38137518469407,2400,22.73,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
174,12,2021,11910,114.433531905961,12.8407162384551,2707,22.73,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
175,12,2022,14259,106.590272796129,14.2871344414054,3138,22.01,非金属矿物制品业,广东省深圳市蛇口工业六路一号南玻大厦,广东省,深圳市
176,14,2007,108,172.571519148148,2.07441536111111,79,44.63,房地产开发与经营业,深圳市南山区沙河商城七楼,广东省,深圳市
177,14,2008,110,283.756447454545,39.6134365545455,79,44.63,房地产开发与经营业,深圳市南山区沙河商城七楼,广东省,深圳市
178,14,2009,104,667.209181894231,73.5194707788462,79,44.63,房地产开发与经营业,深圳市南山区沙河商城七楼,广东省,深圳市
179,14,2010,98,750.199746387755,72.0403881836735,79,44.63,房地产开发与经营业,深圳市南山区沙河商城七楼,广东省,深圳市
180,14,2011,177,225.896999661017,32.3605756384181,79,44.63,房地产开发与经营业,深圳市南山区沙河商城七楼,广东省,深圳市
181,14,2012,173,243.53152250289,16.1631429537572,79,45.66,房地产业,广东省深圳市南山区沙河商城七楼,广东省,深圳市
182,14,2013,217,259.884938115207,13.2508865529954,88,40.553,房地产业,广东省深圳市南山区白石路2222号沙河世纪楼,广东省,深圳市
183,14,2014,217,235.859595115207,28.0108657695853,89,41.01,房地产业,广东省深圳市南山区白石路2222号沙河世纪楼,广东省,深圳市
184,14,2015,186,222.157914473118,28.4750038655914,71,38.17,房地产业,广东省深圳市南山区白石路2222号沙河世纪楼,广东省,深圳市
